ID,geneName,ORF,pfam,organism,fullName,Entrez,EC,uniprot,KO,GO
Q944A7,BSK1,At4g35230,Protein kinase(76|331),Arabidopsis thaliana,Serine/threonine-protein kinase BSK1,,2.7.11.1,Q944A7; O65504,K14500,GO:0005886; GO:0009506; GO:0005773; GO:0005524; GO:0004672; GO:0004674; GO:0009742; GO:0042742; GO:0050832; GO:0009737
F4JMA6,At4g35240,At4g35240,DUF630(1|59),Arabidopsis thaliana,"DNA-directed RNA polymerase subunit beta, putative (DUF630 and DUF632)",,,F4JMA6,,GO:0005886; GO:0003899
O65502,HCF244,At4g35250,,Arabidopsis thaliana,"Protein HIGH CHLOROPHYLL FLUORESCENCE PHENOTYPE 244, chloroplastic",,,O65502,,GO:0009507; GO:0009570; GO:0009534; GO:0009535; GO:0009523; GO:0005886; GO:0042651; GO:0003743; GO:0010207
Q8LFC0,IDH1,At4g35260,,Arabidopsis thaliana,"Isocitrate dehydrogenase [NAD] regulatory subunit 1, mitochondrial",,1.1.1.41,Q8LFC0; O65501; P94015; Q7DM90,K00030,GO:0005739; GO:0005886; GO:0004449; GO:0008270; GO:0006102; GO:0006099
Q7X9B9,NLP2,At4g35270,RWP-RK(635|716),Arabidopsis thaliana,Protein NLP2,,,Q7X9B9; F4JMB1; O65500,,GO:0005634; GO:0003677; GO:0003700; GO:0006355
O65499,ZAT3,At4g35280,,Arabidopsis thaliana,Zinc finger protein ZAT3,,,O65499; A0MFC0,,GO:0005634; GO:0003700; GO:0046872; GO:0048235; GO:0006355
Q93YT1,GLUR2,At4g35290,,Arabidopsis thaliana,Glutamate receptor 3.2,,,Q93YT1; O65498; Q9C561,K05387,GO:0016021; GO:0005886; GO:0005262; GO:0008066; GO:0015276; GO:0038023; GO:0006816; GO:0019722; GO:0071230
F4JMB5,At4g35295,At4g35295,,Arabidopsis thaliana,"Homoserine kinase, putative / HSK",,,F4JMB5,,GO:0016301
Q8LPQ8,MSSP2,At4g35300,,Arabidopsis thaliana,Monosaccharide-sensing protein 2,,,Q8LPQ8; O65497,,GO:0005794; GO:0016021; GO:0005886; GO:0005774; GO:0005773; GO:0022857; GO:0008643
Q38871,CPK5,At4g35310,Protein kinase(97|355),Arabidopsis thaliana,Calcium-dependent protein kinase 5,,2.7.11.1,Q38871,K13412,GO:0005737; GO:0005829; GO:0016020; GO:0005634; GO:0005886; GO:0005524; GO:0005509; GO:0009931; GO:0005516; GO:0035556; GO:0018105; GO:0046777; GO:0009737
A0A178V2F2,AN1_LOCUS20374,AXX17_At4g40370,,Arabidopsis thaliana,Uncharacterized protein,,,A0A178V2F2,,
F4JN00,At4g35335,At4g35335,,Arabidopsis thaliana,CMP-sialic acid transporter 4,,,F4JN00; O65494; O65495; Q6DBP9,,GO:0005768; GO:0005794; GO:0030173; GO:0005802; GO:0015165; GO:0015136; GO:0008643; GO:0015739
O65493,XCP1,At4g35350,,Arabidopsis thaliana,Cysteine protease XCP1,,3.4.22.-,O65493,K16290,GO:0005615; GO:0005764; GO:0005634; GO:0000325; GO:0005886; GO:0004197; GO:0010623; GO:0051603
A0A1P8B493,At4g35360,At4g35360,DUF89(9|259),Arabidopsis thaliana,Pantothenate kinase,,,A0A1P8B493,,GO:0016301
F4JN04,At4g35370,At4g35370,WD_REPEATS_REGION(180|385),Arabidopsis thaliana,Transducin/WD40 repeat-like superfamily protein,,,F4JN04,K14791,GO:0005634
A0A1P8B7E7,At4g35375,At4g35375,,Arabidopsis thaliana,"Exodeoxyribonuclease VII, small subunit",,,A0A1P8B7E7,,
F4JN05,BIG4,At4g35380,SEC7(555|742),Arabidopsis thaliana,Brefeldin A-inhibited guanine nucleotide-exchange protein 4,,,F4JN05; O65490,K18442,GO:0005829; GO:0005802; GO:0032588; GO:0005086; GO:0015031; GO:0032012
Q6DBQ1,HRC,At4g35390,PPC(87|233),Arabidopsis thaliana,AT-hook motif nuclear-localized protein 25,,,Q6DBQ1; O65489,,GO:0005634; GO:0003680; GO:0003700; GO:0043621; GO:0009938; GO:0010228
O23685,AAP19-2,At4g35410,,Arabidopsis thaliana,AP-1 complex subunit sigma-2,,,O23685,K12394,GO:0030665; GO:0005794; GO:0043231; GO:0030117; GO:0006886; GO:0016192
Q500U8,DRL1,At4g35420,,Arabidopsis thaliana,Tetraketide alpha-pyrone reductase 1,,1.1.1.-,Q500U8; O65487,,GO:0005783; GO:0005634; GO:0016491; GO:0016616; GO:0009555; GO:0010584; GO:0048316; GO:0080110
Q8GX93,CLC-E,At4g35440,CBS 1(565|624),Arabidopsis thaliana,Chloride channel protein CLC-e,,,Q8GX93; O65486; Q93XN4; Q9SVX1,,GO:0034707; GO:0009535; GO:0005247; GO:0034765
Q9SAR5,AFT,At4g35450,,Arabidopsis thaliana,Ankyrin repeat domain-containing protein 2A,,,Q9SAR5; O81128; Q9SVX0,,GO:0009707; GO:0005737; GO:0031359; GO:0005634; GO:0030941; GO:0051861; GO:0045036
Q39243,NTR1,At4g35460,,Arabidopsis thaliana,"Thioredoxin reductase 1, mitochondrial",,1.8.1.9,Q39243; Q84W20; Q9SVW9,K00384,GO:0009941; GO:0005829; GO:0005739; GO:0005886; GO:0004791; GO:0051781; GO:0019430
Q9SVW8,PIRL4,At4g35470,,Arabidopsis thaliana,Plant intracellular Ras-group-related LRR protein 4,,,Q9SVW8,,GO:0005886
Q9ZT49,ATL45,At4g35480,,Arabidopsis thaliana,Probable E3 ubiquitin-protein ligase ATL45,,2.3.2.27,Q9ZT49; Q4TU10,,GO:0016021; GO:0046872; GO:0061630; GO:0006952; GO:0006513; GO:0010200
A0A1P8B5Y8,At4g35485,At4g35485,,Arabidopsis thaliana,Uncharacterized protein,,,A0A1P8B5Y8,,
Q9SVW7,MRPL11,At4g35490,Ribosomal_L11_N(13|75),Arabidopsis thaliana,At4g35490,,,Q9SVW7; A0A178V1G5,K02867,GO:0015934; GO:0005840; GO:0070180; GO:0019843; GO:0003735; GO:0000027; GO:0006412
O81783,F8D20.10,At4g35500,Protein kinase(38|416),Arabidopsis thaliana,Protein kinase - like protein,,,O81783,K08832,GO:0005524; GO:0004674
O81784,F8D20.20,At4g35510,,Arabidopsis thaliana,PHD finger-like protein,,,O81784,,
F4JN26,MLH3,At4g35520,,Arabidopsis thaliana,DNA mismatch repair protein MLH3,,,F4JN26; O81785,K08739,GO:0005694; GO:0032300; GO:0005634; GO:0005524; GO:0016887; GO:0030983; GO:0006298; GO:0007131
Q8VY53,F8D20.40,At4g35530,,Arabidopsis thaliana,Phosphatidylinositol N-acetylglucosaminyltransferase,,2.4.1.198,Q8VY53,K03858,GO:0016021; GO:0017176; GO:0006506
AT4G09165,AT4G09165,AT4G09165,,n/a,unknown,,,,,
O81787,PTF2,At4g35540,,Arabidopsis thaliana,Plant-specific TFIIB-related protein PTF2,,,O81787,,GO:0005634; GO:0097550; GO:0003690; GO:0046872; GO:0042803; GO:0070063; GO:0001139; GO:0000979; GO:0017025; GO:0001093; GO:0008134; GO:0006352; GO:0009793; GO:0009846; GO:0001174
O81788,WOX13,At4g35550,,Arabidopsis thaliana,WUSCHEL-related homeobox 13,,,O81788,,GO:0005634; GO:0003700; GO:0000976; GO:0007275
AT4G09175,AT4G09175,AT4G09175,,n/a,unknown,,,,,
Q0WQ40,DAW1,At4g35560,Lgl_C(559|830),Arabidopsis thaliana,Transducin/WD40 repeat-like superfamily protein,,,Q0WQ40,,
O49597,HMGD,At4g35570,,Arabidopsis thaliana,High mobility group B protein 5,,,O49597,,GO:0000785; GO:0005737; GO:0005634; GO:0003682; GO:0003677; GO:0003700; GO:0030527; GO:0006333
F4JN35,NTL9,At4g35580,NAC(9|159),Arabidopsis thaliana,Protein NTM1-like 9,,,F4JN35; O81790; Q93ZN0,,GO:0005789; GO:0016021; GO:0005634; GO:0005886; GO:0005516; GO:0003700; GO:0000976; GO:0071470; GO:0045892; GO:1900426; GO:0031347; GO:0006355
O81791,RKD5,At4g35590,RWP-RK(224|309),Arabidopsis thaliana,Protein RKD5,,,O81791,,GO:0005634; GO:0003677; GO:0003700; GO:0006355
P27450,CST,At4g35600,Protein kinase(86|368),Arabidopsis thaliana,Probable serine/threonine-protein kinase CST,,2.7.11.1,P27450; O81792; Q8VZ07; Q9M068,K00924,GO:0005634; GO:0005886; GO:0005524; GO:0004674; GO:0060862
Q39070,CYC2B,At4g35620,,Arabidopsis thaliana,Cyclin-B2-2,,,Q39070; O81794,K21777,GO:0000307; GO:0005737; GO:0042025; GO:0005634; GO:0016538; GO:0051301; GO:0044772; GO:0000079
Q96255,PSAT1,At4g35630,,Arabidopsis thaliana,"Phosphoserine aminotransferase 1, chloroplastic",,2.6.1.52,Q96255; Q1EBU1; Q8L7P0; Q8LBA3,K00831,GO:0009507; GO:0009570; GO:0005737; GO:0009536; GO:0004648; GO:0042803; GO:0030170; GO:0006564
AT4G09225,AT4G09225,AT4G09225,,n/a,unknown,,,,,
Q8W2B8,SAT4,At4g35640,,Arabidopsis thaliana,Serine acetyltransferase 4,,2.3.1.30,Q8W2B8; O81795,K00640,GO:0005829; GO:0009001; GO:0006535; GO:0000103
O81796,IDH3,At4g35650,,Arabidopsis thaliana,"Isocitrate dehydrogenase [NAD] regulatory subunit 3, mitochondrial",,1.1.1.41,O81796,K00030,GO:0005829; GO:0005739; GO:0004449; GO:0046872; GO:0006102; GO:0006099
A0A178UU05,At4g35655,At4g35655,AvrRpt-cleavage(6|40),Arabidopsis thaliana,AvrRpt-cleavage domain-containing protein,,,A0A178UU05,,
O81797,At4g35660,At4g35660,,Arabidopsis thaliana,Expressed protein,,,O81797,,
A0A1P8B557,At4g35670,At4g35670,,Arabidopsis thaliana,Pectin lyase-like superfamily protein,,,A0A1P8B557,K01184,GO:0005618; GO:0016829; GO:0004650; GO:0005975
F4JN48,At4g35680,At4g35680,,Arabidopsis thaliana,Selection/upkeep of intraepithelial T-cells protein,,,F4JN48,,
A0A1P8B756,At4g35685,At4g35685,,Arabidopsis thaliana,DNA-directed RNA polymerase III subunit,,,A0A1P8B756,,GO:0005666; GO:0003899; GO:0006383
A0A178UYD3,AN1_LOCUS20413,AXX17_At4g40760,,Arabidopsis thaliana,Uncharacterized protein,,,A0A178UYD3,,
O81802,At4g35710,At4g35710,,Arabidopsis thaliana,"DUF241 domain protein, putative (DUF241)",,,O81802,,
A0A178V5W7,AN1_LOCUS20416,AXX17_At4g40790,,Arabidopsis thaliana,Uncharacterized protein,,,A0A178V5W7,,
Q8L9S9,At4g35725,At4g35725,,Arabidopsis thaliana,Transmembrane protein,,,Q8L9S9,,GO:0016021
O81804,F8D20.240,At4g35730,,Arabidopsis thaliana,Uncharacterized protein AT4g35730,,,O81804,,GO:0015031
Q9FT72,RQL3,At4g35740,Helicase ATP-binding(45|219),Arabidopsis thaliana,ATP-dependent DNA helicase Q-like 3,,3.6.4.12,Q9FT72; O81805; Q0WPC1; Q3E9Q7,K10901,GO:0005694; GO:0005737; GO:0005634; GO:0043138; GO:0036310; GO:0005524; GO:0009378; GO:0046872; GO:0032508; GO:0006310; GO:0006281; GO:0006268; GO:0000724
A0A178UUL0,AN1_LOCUS20421,AXX17_At4g40850,CRAL-TRIO(13|162),Arabidopsis thaliana,CRAL-TRIO domain-containing protein,,,A0A178UUL0,,
Q8L540,LTO1,At4g35760,,Arabidopsis thaliana,Thiol-disulfide oxidoreductase LTO1,,1.17.4.-,Q8L540; O81807; Q8L9V9,,GO:0009507; GO:0009535; GO:0016021; GO:0009536; GO:0003955; GO:0048038; GO:0010207
Q38853,DIN1,At4g35770,Rhodanese(82|182),Arabidopsis thaliana,"Rhodanese-like domain-containing protein 15, chloroplastic",,,Q38853; F4JNT6; Q38852; Q8LEW3,,GO:0009507; GO:0009579; GO:0007568; GO:0009753; GO:0006979; GO:0009611
Q8RWL6,STY17,At4g35780,ACT(180|260),Arabidopsis thaliana,Serine/threonine-protein kinase STY17,,2.7.11.1,Q8RWL6; O81808,,GO:0005829; GO:0005524; GO:0004672; GO:0004674; GO:0004712; GO:0009658
A0A178V547,AN1_LOCUS20425,AXX17_At4g40890,,Arabidopsis thaliana,RTFL6,,,A0A178V547,,
Q494N5,At4g35785,At4g35785,RRM(72|150),Arabidopsis thaliana,At4g35785,,,Q494N5,,GO:0005681; GO:0003723; GO:0048026
Q9C5Y0,PLDDELTA,At4g35790,C2(1|154),Arabidopsis thaliana,Phospholipase D delta,,3.1.4.4,Q9C5Y0; Q0WUE7; Q8L891; Q944P8; Q947R2; Q9FS18; Q9SZS7,K01115,GO:0090395; GO:0005886; GO:0009506; GO:0005773; GO:0005509; GO:0070290; GO:0004630; GO:0046473; GO:0046470; GO:0009395; GO:0009789; GO:0012501; GO:0090333; GO:0009409
P18616,RPB1,At4g35800,,Arabidopsis thaliana,DNA-directed RNA polymerase II subunit RPB1,,2.7.7.6,P18616; P31635; Q56Z04; Q9SZS8,K03006,GO:0009506; GO:0005665; GO:0005773; GO:0003677; GO:0003899; GO:0046872; GO:0006366
F4JNU8,P4H8,At4g35810,Fe2OG dioxygenase(163|286),Arabidopsis thaliana,Probable prolyl 4-hydroxylase 8,,1.14.11.2,F4JNU8; Q9SZS9,K00472,GO:0005783; GO:0005789; GO:0016021; GO:0005506; GO:0031418; GO:0004656; GO:0018401
Q42560,ACO,At4g35830,,Arabidopsis thaliana,Aconitate hydratase 1,,4.2.1.3,Q42560; Q9SZT1,K01681,GO:0048046; GO:0005829; GO:0005739; GO:0005886; GO:0009506; GO:0005773; GO:0051539; GO:0003994; GO:0047780; GO:0005507; GO:0048027; GO:0006101; GO:0006102; GO:1990641; GO:0006099
Q8GT75,NIP1,At4g35840,,Arabidopsis thaliana,NEP1-interacting protein 1,,,Q8GT75; Q8GXV3; Q9SZT2,,GO:0009535; GO:0016021; GO:0046872
Q8VYR5,At4g35850,At4g35850,,Arabidopsis thaliana,"Pentatricopeptide repeat-containing protein At4g35850, mitochondrial",,,Q8VYR5; Q8L9P6; Q9SZT3,,GO:0005739
Q38922,GB2,At4g35860,,Arabidopsis thaliana,Ras-related protein RABB1b,,,Q38922; A8MRA2,,GO:0009507; GO:0005768; GO:0005886; GO:0005525; GO:0003924; GO:0015031; GO:0030100
Q9SZT4,GFS10,At4g35870,,Arabidopsis thaliana,CSC1-like protein At4g35870,,,Q9SZT4,,GO:0016021; GO:0005886; GO:0005227; GO:0006623
A0A178V7W8,AXX17_At4g41010,AXX17_At4g41010,Peptidase A1(107|447),Arabidopsis thaliana,Peptidase A1 domain-containing protein,,,A0A178V7W8,,GO:0004190
Q94K80,LARP1C,At4g35890,HTH La-type RNA-binding(363|452),Arabidopsis thaliana,La-related protein 1C,,,Q94K80; O65626,K18757,GO:0005737; GO:0005886; GO:0005844; GO:0003729; GO:0009738; GO:0010150; GO:0009737; GO:0009753; GO:0009751
Q84JK2,FD,At4g35900,bZIP(214|277),Arabidopsis thaliana,Protein FD,,,Q84JK2; O65627; Q84JC9; Q84K49; Q84K53,,GO:0005634; GO:0003677; GO:0003700; GO:0043621; GO:0009648; GO:0009911; GO:0045893; GO:0009909; GO:2000028; GO:0006355
A0A178US22,AN1_LOCUS20439,AXX17_At4g41040,,Arabidopsis thaliana,Uncharacterized protein,,,A0A178US22,,
O65628,CTU2,At4g35910,,Arabidopsis thaliana,Cytoplasmic tRNA 2-thiolation protein 2,,,O65628; Q058N5; Q680D0; Q8LES1,K14169,GO:0005829; GO:0016779; GO:0016783; GO:0000049; GO:0010311; GO:0032447; GO:0034227; GO:0002143
Q8L7E9,MCA1,At4g35920,,Arabidopsis thaliana,Protein MID1-COMPLEMENTING ACTIVITY 1,,,Q8L7E9; O65629; Q9ASR5,,GO:0005887; GO:0005262; GO:0006816; GO:0033500; GO:0071260; GO:0007231
Q5XF11,T19K4.60,At4g35930,,Arabidopsis thaliana,F-box protein At4g35930,,,Q5XF11; O65630,,
F4JNW8,T19K4.70,At4g35940,,Arabidopsis thaliana,Uncharacterized protein,,,F4JNW8,,
Q9SBJ6,RAC2,At4g35950,,Arabidopsis thaliana,Rac-like GTP-binding protein ARAC6,,,Q9SBJ6; O65632,K04392,GO:0005938; GO:0042995; GO:0005737; GO:0031410; GO:0005856; GO:0043231; GO:0005634; GO:0005886; GO:0005525; GO:0003924; GO:0019901; GO:0030036; GO:0007015; GO:0030865; GO:0032956; GO:0008360; GO:0007264
AT4G09240,AT4G09240,AT4G09240,,n/a,unknown,,,,,
Q7XZP5,APX5,At4g35970,,Arabidopsis thaliana,"L-ascorbate peroxidase 5, peroxisomal",,1.11.1.11,Q7XZP5; O65634,K00434,GO:0009507; GO:0016021; GO:0005739; GO:0005778; GO:0005777; GO:0005886; GO:0020037; GO:0016688; GO:0046872; GO:0004601; GO:0034599; GO:0042744; GO:0000302
Q8L969,At4g35980,At4g35980,,Arabidopsis thaliana,At4g35980,,,Q8L969,,
F4JNX2,P85,At4g35985,Senescence(248|416),Arabidopsis thaliana,"Senescence/dehydration-associated protein At4g35985, chloroplastic",,,F4JNX2; O65635,,GO:0009507; GO:0005886; GO:0009409; GO:0002239; GO:0009651
F4JNX3,CaMKMT,At4g35987,,Arabidopsis thaliana,Calmodulin-lysine N-methyltransferase,,2.1.1.60,F4JNX3; O65636,K18826,GO:0005737; GO:0005634; GO:0018025; GO:0009738; GO:0009734; GO:0009630; GO:0032259; GO:0009787; GO:0010928; GO:1901000; GO:2000070; GO:2000280; GO:0009737; GO:0009733; GO:0009409; GO:0009408; GO:0002239; GO:0006970; GO:1902074; GO:0009651; GO:0080147
O65637,T19K4.130,At4g36000,,Arabidopsis thaliana,Thaumatin-like protein,,,O65637,,
O65638,At4g36010,At4g36010,,Arabidopsis thaliana,Pathogenesis-related thaumatin superfamily protein,,,O65638,,GO:0031225; GO:0005576; GO:0006952
O65639,CSP1,At4g36020,CSD(12|76),Arabidopsis thaliana,Cold shock protein 1,,,O65639,K09250,GO:0005737; GO:0005634; GO:0005886; GO:0003690; GO:0003729; GO:0003723; GO:0003697; GO:0008270; GO:0009631; GO:0032508; GO:0009409; GO:0009651; GO:0009414; GO:0010501
O65640,ARO3,At4g36030,,Arabidopsis thaliana,Armadillo repeat only 3,,,O65640,,
AT4G36032,AT4G36032,AT4G36032,,n/a,unknown,,,,,
Q9FYB5,C11,At4g36040,J(65|133),Arabidopsis thaliana,"Chaperone protein dnaJ 11, chloroplastic",,,Q9FYB5; O65641,,GO:0009507; GO:0009570; GO:0005634; GO:0009536
F4JNY0,APE2,At4g36050,,Arabidopsis thaliana,DNA-(apurinic or apyrimidinic site) endonuclease 2,,3.1.-.-,F4JNY0; C0Z270; O65642; Q8W4I0,K10772,GO:0005634; GO:0003906; GO:0008311; GO:0004519; GO:0004527; GO:0004528; GO:0046403; GO:0008270; GO:0006284; GO:0080111; GO:0006281
AT4G36052,AT4G36052,AT4G36052,,n/a,unknown,,,,,
Q8W2F2,EN137,At4g36060,bHLH(44|94),Arabidopsis thaliana,Transcription factor bHLH11,,,Q8W2F2; O65643; Q8RX65,,GO:0005737; GO:0005634; GO:0003677; GO:0003700; GO:0046983
Q1PE17,CPK18,At4g36070,Protein kinase(71|331),Arabidopsis thaliana,Calcium-dependent protein kinase 18,,2.7.11.1,Q1PE17; O65644,K13412,GO:0005737; GO:0016020; GO:0005634; GO:0005524; GO:0005509; GO:0009931; GO:0005516; GO:0035556; GO:0018105; GO:0046777
F4JPL0,At4g36080,At4g36080,FAT(2615|3158),Arabidopsis thaliana,Non-specific serine/threonine protein kinase,,2.7.11.1,F4JPL0,K08874,GO:0005524; GO:0016301
Q5RJC7,At4g36090,At4g36090,Fe2OG dioxygenase(321|418),Arabidopsis thaliana,At4g36090,,,Q5RJC7,,GO:0016491
O65647,T19K4.230,At4g36100,DUF641(8|111),Arabidopsis thaliana,Uncharacterized protein AT4g36100,,,O65647,,GO:0009959; GO:0009639
O65648,SAUR9,At4g36110,,Arabidopsis thaliana,AT4g36110,,,O65648,K14488,GO:0009733
O65649,FPP5,At4g36120,,Arabidopsis thaliana,Filament-like plant protein 5,,,O65649; Q0WNP4; Q7FKM9,,
Q42064,RPL8C,At4g36130,,Arabidopsis thaliana,60S ribosomal protein L8-3,,,Q42064; Q7DLL7,K02938,GO:0022625; GO:0022626; GO:0005886; GO:0042788; GO:0005773; GO:0003723; GO:0003735; GO:0002181
O65506,At4g36140,At4g36140,TIR(48|175),Arabidopsis thaliana,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase,,3.2.2.6,O65506,,GO:0016021; GO:0043531; GO:0050135; GO:0061809; GO:0043130; GO:0006952; GO:0007165
O65507,At4g36150,At4g36150,TIR(17|154),Arabidopsis thaliana,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase,,3.2.2.6,O65507,,GO:0016021; GO:0043531; GO:0050135; GO:0061809; GO:0006952; GO:0007165
O65508,VND2,At4g36160,NAC(10|159),Arabidopsis thaliana,NAC domain-containing protein 76,,,O65508,,GO:0005634; GO:0003700; GO:0043565; GO:0000976; GO:0071555; GO:0007275; GO:1901348; GO:0006355; GO:0048759
O65509,At4g36170,At4g36170,,Arabidopsis thaliana,Uncharacterized protein AT4g36170,,,O65509,,
C0LGS2,At4g36180,At4g36180,Protein kinase(841|1123),Arabidopsis thaliana,Probable LRR receptor-like serine/threonine-protein kinase At4g36180,,2.7.11.1,C0LGS2; O65510; Q8RXY8,,GO:0016021; GO:0005886; GO:0005524; GO:0004674
A4VCL8,F23E13.1,At4g36190,,Arabidopsis thaliana,At4g36190,,,A4VCL8,,GO:0005773; GO:0004180; GO:0008239; GO:0008236; GO:0006508
Q683F9,At4g36195,At4g36195,,Arabidopsis thaliana,Prolyl carboxypeptidase like protein,,,Q683F9,,GO:0004180; GO:0008236
O65513,At4g36210,At4g36210,,Arabidopsis thaliana,Transmembrane/coiled-coil protein (DUF726),,,O65513,,GO:0016021
Q42600,FAH1,At4g36220,,Arabidopsis thaliana,Cytochrome P450 84A1,,1.14.-.-,Q42600,K09755,GO:0005783; GO:0016021; GO:0005886; GO:0020037; GO:0005506; GO:0004497; GO:0016705; GO:0009809; GO:0009699; GO:0010224
A0A178V5D9,At4g36230,At4g36230,,Arabidopsis thaliana,Uncharacterized protein,,,A0A178V5D9,,GO:0016021
O65515,GATA7,At4g36240,,Arabidopsis thaliana,GATA transcription factor 7,,,O65515,,GO:0005634; GO:0003700; GO:0043565; GO:0008270; GO:0030154; GO:0007623; GO:0045893; GO:0009416
AT4G36245,AT4G36245,AT4G36245,,n/a,unknown,,,,,
Q70E96,ALDH3F1,At4g36250,,Arabidopsis thaliana,Aldehyde dehydrogenase family 3 member F1,,1.2.1.3,Q70E96; O65516,K00128,GO:0005783; GO:0005886; GO:0004028; GO:0004029; GO:0043878; GO:0006081
O65517,SRS2,At4g36260,,Arabidopsis thaliana,Protein SHI RELATED SEQUENCE 2,,,O65517,,GO:0005634; GO:0003677; GO:0046872; GO:0048653; GO:0009851; GO:0009734; GO:0009555; GO:0045893
AT4G09285,AT4G09285,AT4G09285,,n/a,unknown,,,,,
F4JPP0,CRH2,At4g36270,,Arabidopsis thaliana,Protein MICRORCHIDIA 3,,3.6.-.-,F4JPP0; O65518,,GO:0005634; GO:0005524; GO:0016887; GO:0003677; GO:0004519; GO:0003723; GO:0006325; GO:0006281; GO:0031047; GO:0031935; GO:0006282
Q5FV35,CRH1,At4g36280,,Arabidopsis thaliana,Protein MICRORCHIDIA 2,,3.6.-.-,Q5FV35; O65519; Q84WN9,,GO:0005768; GO:0005634; GO:0005524; GO:0016887; GO:0003677; GO:0004519; GO:0016301; GO:0003723; GO:0006325; GO:0051607; GO:0006281; GO:0031047; GO:0009626; GO:1900426; GO:1901672; GO:0006282
Q84WV6,CRT1,At4g36290,,Arabidopsis thaliana,Protein MICRORCHIDIA 1,,3.6.-.-,Q84WV6; O23245; O65520; Q56WA8; Q9C5D9,,GO:0005768; GO:0005634; GO:0005524; GO:0016887; GO:0003677; GO:0004519; GO:0003723; GO:0006325; GO:0051607; GO:0006281; GO:0031047; GO:0009626; GO:1900426; GO:0002230; GO:0034052; GO:1901672; GO:0031935; GO:0006282
O23244,AT7,At4g36350,,Arabidopsis thaliana,Purple acid phosphatase 25,,3.1.3.2,O23244,K22390,GO:0005618; GO:0005576; GO:0003993; GO:0046872; GO:0004721; GO:0006796
Q9SCV9,BGAL3,At4g36360,SUEL-type lectin(760|846),Arabidopsis thaliana,Beta-galactosidase 3,,3.2.1.23,Q9SCV9; O23243; Q0WLZ5; Q42150; Q42317,,GO:0048046; GO:0005618; GO:0009505; GO:0005886; GO:0005773; GO:0004565; GO:0030246; GO:0005975
AT4G09295,AT4G09295,AT4G09295,,n/a,unknown,,,,,
AT4G09305,AT4G09305,AT4G09305,,n/a,unknown,,,,,
Q9M066,ROT3,At4g36380,,Arabidopsis thaliana,3-epi-6-deoxocathasterone 23-monooxygenase CYP90C1,,1.14.14.147,Q9M066; O23242; Q058J8; Q0WS16,K12637,GO:0005789; GO:0016021; GO:0102097; GO:0020037; GO:0005506; GO:0004497; GO:0016491; GO:0016709; GO:0016132; GO:0010268; GO:0048366; GO:0009965; GO:0042814; GO:0007275; GO:0055114; GO:0048441; GO:0048443; GO:0016125
Q8H0V1,AP22.85,At4g36390,MTTase N-terminal(129|258),Arabidopsis thaliana,CDK5RAP1-like protein,,,Q8H0V1; O23241,,GO:0005829; GO:0005739; GO:0051539; GO:0046872; GO:0035597; GO:0045736; GO:0000079
O23240,D2HGDH,At4g36400,FAD-binding PCMH-type(130|309),Arabidopsis thaliana,"D-2-hydroxyglutarate dehydrogenase, mitochondrial",,1.1.99.39,O23240; Q93Z78,K18204,GO:0005739; GO:0005886; GO:0051990; GO:0047545; GO:0071949; GO:0006807; GO:0009853
O23239,UBC17,At4g36410,UBC core(15|161),Arabidopsis thaliana,Probable ubiquitin-conjugating enzyme E2 17,,2.3.2.23,O23239,K10688,GO:0005634; GO:0005524; GO:0061631; GO:0000209; GO:0009739
O23238,AP22.77,At4g36420,Ribosomal_L12_N(45|85),Arabidopsis thaliana,At4g36420/C7A10_940,,,O23238,K02935,GO:0005840; GO:0003735; GO:0006412
O23237,P49,At4g36430,,Arabidopsis thaliana,Peroxidase 49,,1.11.1.7,O23237,K00430,GO:0005618; GO:0005576; GO:0020037; GO:0046872; GO:0004601; GO:0042744; GO:0006979
F4JPQ4,AP22.38,At4g36440,,Arabidopsis thaliana,G-protein coupled receptor,,,F4JPQ4,,GO:0016021
O23236,MPK14,At4g36450,Protein kinase(32|316),Arabidopsis thaliana,Mitogen-activated protein kinase 14,,2.7.11.24,O23236,K20537,GO:0005737; GO:0005634; GO:0005524; GO:0004707; GO:0035556; GO:0010468
O23234,AP22.82,At4g36470,,Arabidopsis thaliana,At4g36470,,,O23234,,GO:0008757; GO:0032259
AT4G09315,AT4G09315,AT4G09315,,n/a,unknown,,,,,
Q94IB8,LCB1,At4g36480,,Arabidopsis thaliana,Long chain base biosynthesis protein 1,,2.3.1.50,Q94IB8; B9DHA0; O23233,K00654,GO:0005783; GO:0005789; GO:0016021; GO:0030170; GO:0004758; GO:0046513; GO:0009793; GO:0009825; GO:0043067; GO:0030148; GO:0046512
Q94A34,SFH12,At4g36490,CRAL-TRIO(120|294),Arabidopsis thaliana,Phosphatidylinositol/phosphatidylcholine transfer protein SFH12,,,Q94A34; Q9SYY7,,GO:0000139; GO:0005886; GO:0015031
AT4G09335,AT4G09335,AT4G09335,,n/a,unknown,,,,,
O23231,AP22.75,At4g36500,,Arabidopsis thaliana,Uncharacterized protein At4g36500,,,O23231,,
F4JPR2,AP22.52,At4g36510,,Arabidopsis thaliana,Uncharacterized protein,,,F4JPR2,,
Q8GYT3,At4g36515,At4g36515,,Arabidopsis thaliana,At4g36515,,,Q8GYT3,,
